date,price_usd
2015-05-14,237.03
2015-05-15,237.42
2015-05-18,232.36
2015-05-19,232.44
2015-05-20,233.85
2015-05-21,235.38
2015-05-22,240.77
2015-05-25,237.26
2015-05-26,237.65
2015-05-27,236.94
2015-05-28,237.62
2015-05-29,237.2
2015-06-01,221.84
2015-06-02,225.97
2015-06-03,226.16
2015-06-04,224.91
2015-06-05,225.79
2015-06-08,228.62
2015-06-09,229.84
2015-06-10,229.04
2015-06-11,229.67
2015-06-12,230.82
2015-06-15,237.25
2015-06-16,247.32
2015-06-17,248.91
2015-06-18,248.99
2015-06-19,244.43
2015-06-22,247.89
2015-06-23,244.8
2015-06-24,240.68
2015-06-25,241.65
2015-06-26,241.21
2015-06-29,254.8
2015-06-30,263.054
2015-07-01,258.88
2015-07-02,254.65
2015-07-03,254.67
2015-07-06,273.62
2015-07-07,265.13
2015-07-08,265.79
2015-07-09,270.41
2015-07-10,293.14
2015-07-13,291.41
2015-07-14,288.63
2015-07-15,289.37
2015-07-16,278.96
2015-07-17,278.27
2015-07-20,276.52
2015-07-21,277.83
2015-07-22,275.32
2015-07-23,275.6
2015-07-24,288.88
2015-07-27,294.76
2015-07-28,293.84
2015-07-29,290.16
2015-07-30,286.8
2015-07-31,285.19
2015-08-03,282.62
2015-08-04,284.92
2015-08-05,281.99
2015-08-06,278.2
2015-08-07,279.02
2015-08-10,263.51
2015-08-11,268.68
2015-08-12,268.44
2015-08-13,264.01
2015-08-14,266.45
2015-08-17,257.18
2015-08-18,251.38
2015-08-19,223.16
2015-08-20,235.57
2015-08-21,232.35
2015-08-24,209.27
2015-08-25,221.09
2015-08-26,225.89
2015-08-27,226.39
2015-08-28,232.78
2015-08-31,229.84
2015-09-01,226.73
2015-09-02,228.75
2015-09-03,226.5
2015-09-04,230.4
2015-09-07,240.8
2015-09-08,243.39
2015-09-09,238.28
2015-09-10,238.95
2015-09-11,239.63
2015-09-14,231.64
2015-09-15,229.54
2015-09-16,228.3
2015-09-17,233.04
2015-09-18,233.13
2015-09-21,227.54
2015-09-22,229.67
2015-09-23,229.87
2015-09-24,233.97
2015-09-25,235.26
2015-09-28,238.94
2015-09-29,237.33
2015-09-30,236.647
2015-10-01,237.86
2015-10-02,237.26
2015-10-05,240.15
2015-10-06,245.6
2015-10-07,243.77
2015-10-08,243.32
2015-10-09,244.02
2015-10-12,245.82
2015-10-13,249.17
2015-10-14,253.48
2015-10-15,254.41
2015-10-16,265.32
2015-10-19,263.61
2015-10-20,268.7
2015-10-21,267.71
2015-10-22,273.89
2015-10-23,277.29
2015-10-26,285.28
2015-10-27,294.31
2015-10-28,302.76
2015-10-29,314.96
2015-10-30,319.826
2015-11-02,360.56
2015-11-03,398.3
2015-11-04,388.71
2015-11-05,390.96
2015-11-06,372.63
2015-11-09,382.1
2015-11-10,331.42
2015-11-11,307.48
2015-11-12,332.98
2015-11-13,331.97
2015-11-16,329.79
2015-11-17,337.33
2015-11-18,336.04
2015-11-19,327.15
2015-11-20,319.3
2015-11-23,323.24
2015-11-24,320.03
2015-11-25,327.7
2015-11-26,351.47
2015-11-27,358.73
2015-11-30,378.243
2015-12-01,363.174
2015-12-02,359.751
2015-12-03,361.115
2015-12-04,362.04
2015-12-07,396.21
2015-12-08,395.77
2015-12-09,417.29
2015-12-10,416.025
2015-12-11,451.569
2015-12-14,443.01
2015-12-15,463.84
2015-12-16,454.483
2015-12-17,455.685
2015-12-18,463.865
2015-12-21,434.707
2015-12-22,435.426
2015-12-23,442.654
2015-12-24,454.38
2015-12-28,421.017
2015-12-29,429.387
2015-12-30,427.077
2015-12-31,430.496
2016-01-04,435.01
2016-01-05,432.283
2016-01-06,431.332
2016-01-07,456.121
2016-01-08,452.817
2016-01-11,448.43
2016-01-12,445.931
2016-01-13,432.638
2016-01-14,430.163
2016-01-15,389.879
2016-01-18,385.342
2016-01-19,380.3
2016-01-20,415.628
2016-01-21,412.15
2016-01-22,379.867
2016-01-25,392.866
2016-01-26,393.84
2016-01-27,394.54
2016-01-28,379.089
2016-01-29,375.235
2016-02-01,370.727
2016-02-02,373.315
2016-02-03,367.634
2016-02-04,388.727
2016-02-05,386.354
2016-02-08,371.223
2016-02-09,373.888
2016-02-10,379.276
2016-02-11,376.676
2016-02-12,382.044
2016-02-15,398.359
2016-02-16,406.868
2016-02-17,418.918
2016-02-18,422.386
2016-02-19,419.147
2016-02-22,437.541
2016-02-23,420.716
2016-02-24,423.531
2016-02-25,422.958
2016-02-26,423.549
2016-02-29,437.197
2016-03-01,432.208
2016-03-02,424.845
2016-03-03,420.186
2016-03-04,412.882
2016-03-07,413.753
2016-03-08,411.828
2016-03-09,411.929
2016-03-10,416.112
2016-03-11,418.848
2016-03-14,414.113
2016-03-15,415.489
2016-03-16,416.198
2016-03-17,418.445
2016-03-18,405.499
2016-03-21,411.049
2016-03-22,416.302
2016-03-23,418.043
2016-03-24,414.886
2016-03-28,422.262
2016-03-29,414.766
2016-03-30,412.933
2016-03-31,416.095
2016-04-01,416.129
2016-04-04,419.094
2016-04-05,421.514
2016-04-06,421.923
2016-04-07,421.674
2016-04-08,418.375
2016-04-11,422.172
2016-04-12,425.858
2016-04-13,424.556
2016-04-14,424.827
2016-04-15,429.609
2016-04-18,428.174
2016-04-19,431.742
2016-04-20,442.048
2016-04-21,449.984
2016-04-22,449.398
2016-04-25,467.181
2016-04-26,467.902
2016-04-27,450.369
2016-04-28,449.176
2016-04-29,455.726
2016-05-02,445.474
2016-05-03,450.735
2016-05-04,447.027
2016-05-05,449.095
2016-05-06,456.579
2016-05-09,459.812
2016-05-10,452.202
2016-05-11,451.896
2016-05-12,452.509
2016-05-13,455.602
2016-05-16,454.318
2016-05-17,453.453
2016-05-18,454.649
2016-05-19,441.969
2016-05-20,441.911
2016-05-23,442.772
2016-05-24,445.732
2016-05-25,448.873
2016-05-26,453.741
2016-05-27,473.149
2016-05-30,532.311
2016-05-31,527.232
2016-06-01,536.021
2016-06-02,536.942
2016-06-03,570.939
2016-06-06,583.533
2016-06-07,575.705
2016-06-08,581.835
2016-06-09,576.103
2016-06-10,578.771
2016-06-13,702.247
2016-06-14,689.37
2016-06-15,691.946
2016-06-16,772.082
2016-06-17,757.002
2016-06-20,738.116
2016-06-21,656.125
2016-06-22,621.157
2016-06-23,621.195
2016-06-24,661.288
2016-06-27,645.703
2016-06-28,648.677
2016-06-29,636.659
2016-06-30,667.78
2016-07-01,677.048
2016-07-04,678.841
2016-07-05,670.196
2016-07-06,676.087
2016-07-07,625.626
2016-07-08,654.579
2016-07-11,649.351
2016-07-12,670.646
2016-07-13,660.677
2016-07-14,661.419
2016-07-15,664.099
2016-07-18,673.582
2016-07-19,670.286
2016-07-20,665.513
2016-07-21,665.026
2016-07-22,656.426
2016-07-25,656.728
2016-07-26,655.179
2016-07-27,655.996
2016-07-28,656.082
2016-07-29,657.333
2016-08-01,617.208
2016-08-02,555.617
2016-08-03,566.027
2016-08-04,568.343
2016-08-05,574.449
2016-08-08,591.856
2016-08-09,585.343
2016-08-10,595.167
2016-08-11,590.354
2016-08-12,585.617
2016-08-15,567.634
2016-08-16,578.804
2016-08-17,571.69
2016-08-18,573.066
2016-08-19,574.614
2016-08-22,585.309
2016-08-23,581.463
2016-08-24,578.369
2016-08-25,575.672
2016-08-26,578.135
2016-08-29,572.508
2016-08-30,576.868
2016-08-31,572.344
2016-09-01,570.809
2016-09-02,573.329
2016-09-05,607.423
2016-09-06,609.83
2016-09-07,613.911
2016-09-08,623.947
2016-09-09,620.232
2016-09-12,605.987
2016-09-13,608.384
2016-09-14,608.939
2016-09-15,605.767
2016-09-16,606.796
2016-09-19,607.681
2016-09-20,607.792
2016-09-21,595.451
2016-09-22,595.77
2016-09-23,600.745
2016-09-26,606.575
2016-09-27,603.209
2016-09-28,603.61
2016-09-29,605.804
2016-09-30,605.62
2016-10-03,611.77
2016-10-04,608.532
2016-10-05,611.808
2016-10-06,610.986
2016-10-07,615.574
2016-10-10,616.409
2016-10-11,637.552
2016-10-12,634.84
2016-10-13,635.728
2016-10-14,638.162
2016-10-17,636.821
2016-10-18,633.834
2016-10-19,627.51
2016-10-20,628.733
2016-10-21,630.279
2016-10-24,648.424
2016-10-25,654.022
2016-10-26,672.314
2016-10-27,679.117
2016-10-28,686.577
2016-10-31,699.105
2016-11-01,727.802
2016-11-02,731.743
2016-11-03,678.334
2016-11-04,697.204
2016-11-07,706.764
2016-11-08,710.682
2016-11-09,720.305
2016-11-10,711.44
2016-11-11,714.694
2016-11-14,706.614
2016-11-15,711.592
2016-11-16,738.662
2016-11-17,736.865
2016-11-18,744.048
2016-11-21,737.898
2016-11-22,747.719
2016-11-23,740.905
2016-11-24,735.889
2016-11-25,735.943
2016-11-28,731.689
2016-11-29,731.315
2016-11-30,741.84
2016-12-01,753.125
2016-12-02,768.994
2016-12-05,753.296
2016-12-06,758.956
2016-12-07,765.814
2016-12-08,768.935
2016-12-09,769.586
2016-12-12,778.21
2016-12-13,778.877
2016-12-14,775.494
2016-12-15,776.217
2016-12-16,779.788
2016-12-19,789.64
2016-12-20,794.218
2016-12-21,825.832
2016-12-22,861.326
2016-12-23,895.897
2016-12-27,928.764
2016-12-28,972.384
2016-12-29,966.464
2016-12-30,960.523
2017-01-02,1021.97
2017-01-03,1028.28
2017-01-04,1133.92
2017-01-05,1011.33
2017-01-06,886.839
2017-01-09,899.2
2017-01-10,906.947
2017-01-11,782.779
2017-01-12,813.273
2017-01-13,820.143
2017-01-16,829.187
2017-01-17,904.814
2017-01-18,873.134
2017-01-19,893.735
2017-01-20,895.736
2017-01-23,920.726
2017-01-24,887.942
2017-01-25,893.575
2017-01-26,916.003
2017-01-27,919.371
2017-01-30,921.15
2017-01-31,966.931
2017-02-01,986.291
2017-02-02,1008.37
2017-02-03,1013.07
2017-02-06,1025.43
2017-02-07,1051.75
2017-02-08,1057.42
2017-02-09,980.392
2017-02-10,989.022
2017-02-13,998.702
2017-02-14,1009.9
2017-02-15,1010.2
2017-02-16,1033.59
2017-02-17,1056.97
2017-02-20,1061.01
2017-02-21,1122.96
2017-02-22,1122.46
2017-02-23,1176.33
2017-02-24,1165.37
2017-02-27,1190.05
2017-02-28,1192.75
2017-03-01,1225.79
2017-03-02,1263.58
2017-03-03,1280.08
2017-03-06,1279.43
2017-03-07,1230.92
2017-03-08,1165.5
2017-03-09,1188.78
2017-03-10,1284.52
2017-03-13,1243.32
2017-03-14,1246.11
2017-03-15,1259.6
2017-03-16,1173.98
2017-03-17,1110.62
2017-03-20,1042.32
2017-03-21,1115.32
2017-03-22,1022.81
2017-03-23,1025.43
2017-03-24,961.816
2017-03-27,1033.06
2017-03-28,1035.3
2017-03-29,1044.28
2017-03-30,1035.3
2017-03-31,1076.89
2017-04-03,1153.67
2017-04-04,1139.34
2017-04-05,1126.51
2017-04-06,1197.32
2017-04-07,1198.9
2017-04-10,1205.11
2017-04-11,1229.11
2017-04-12,1216.99
2017-04-13,1178.0
2017-04-14,1185.96
2017-04-17,1200.77
2017-04-18,1216.4
2017-04-19,1221.75
2017-04-20,1248.44
2017-04-21,1250.78
2017-04-24,1249.06
2017-04-25,1263.1
2017-04-26,1289.66
2017-04-27,1329.96
2017-04-28,1295.0
2017-05-01,1420.86
2017-05-02,1425.31
2017-05-03,1476.89
2017-05-04,1504.44
2017-05-05,1503.99
2017-05-08,1612.9
2017-05-09,1699.81
2017-05-10,1743.07
2017-05-11,1803.75
2017-05-12,1665.28
2017-05-15,1698.95
2017-05-16,1714.38
2017-05-17,1782.21
2017-05-18,1877.58
2017-05-19,1931.62
2017-05-22,2174.86
2017-05-23,2276.35
2017-05-24,2502.5
2017-05-25,2585.32
2017-05-26,2272.73
2017-05-29,2325.58
2017-05-30,2223.21
2017-05-31,2307.34
2017-06-01,2438.43
2017-06-02,2440.81
2017-06-05,2682.4
2017-06-06,2906.98
2017-06-07,2700.51
2017-06-08,2798.77
2017-06-09,2852.25
2017-06-12,2693.97
2017-06-13,2732.99
2017-06-14,2491.28
2017-06-15,2430.13
2017-06-16,2554.93
2017-06-19,2622.61
2017-06-20,2802.69
2017-06-21,2701.24
2017-06-22,2742.73
2017-06-23,2766.25
2017-06-26,2480.16
2017-06-27,2475.86
2017-06-28,2617.8
2017-06-29,2583.31
2017-06-30,2545.82
2017-07-03,2602.81
2017-07-04,2607.56
2017-07-05,2632.96
2017-07-06,2615.75
2017-07-07,2545.82
2017-07-10,2373.61
2017-07-11,2357.93
2017-07-12,2407.9
2017-07-13,2356.82
2017-07-14,2220.74
2017-07-17,2181.03
2017-07-18,2375.3
2017-07-19,2295.68
2017-07-20,2759.38
2017-07-21,2649.71
2017-07-24,2770.85
2017-07-25,2595.38
2017-07-26,2483.24
2017-07-27,2672.37
2017-07-28,2772.39
2017-07-31,2872.74
2017-08-01,2724.8
2017-08-02,2693.24
2017-08-03,2806.62
2017-08-04,2854.7
2017-08-07,3400.2
2017-08-08,3459.01
2017-08-09,3386.39
2017-08-10,3462.6
2017-08-11,3571.43
2017-08-14,4351.61
2017-08-15,4173.62
2017-08-16,4378.28
2017-08-17,4353.5
2017-08-18,4173.62
2017-08-21,4089.98
2017-08-22,4152.82
2017-08-23,4144.22
2017-08-24,4288.16
2017-08-25,4378.28
2017-08-28,4426.74
2017-08-29,4670.71
2017-08-30,4631.77
2017-08-31,4766.44
2017-09-01,4892.37
2017-09-04,4416.96
2017-09-05,4416.96
2017-09-06,4614.67
2017-09-07,4631.77
2017-09-08,4214.08
2017-09-11,4187.6
2017-09-12,4182.35
2017-09-13,3916.96
2017-09-14,3307.97
2017-09-15,3637.69
2017-09-18,4040.4
2017-09-19,3901.68
2017-09-20,3932.36
2017-09-21,3653.64
2017-09-22,3585.51
2017-09-25,3951.01
2017-09-26,3918.5
2017-09-27,4194.63
2017-09-28,4184.1
2017-09-29,4166.67
2017-10-02,4387.89
2017-10-03,4286.33
2017-10-04,4215.85
2017-10-05,4330.88
2017-10-06,4344.05
2017-10-09,4805.38
2017-10-10,4830.92
2017-10-11,4810.0
2017-10-12,5288.21
2017-10-13,5509.64
2017-10-16,5707.76
2017-10-17,5577.24
2017-10-18,5500.55
2017-10-19,5714.29
2017-10-20,6049.61
2017-10-23,5889.28
2017-10-24,5470.46
2017-10-25,5678.59
2017-10-26,5824.11
2017-10-27,5740.53
2017-10-30,6097.56
2017-10-31,6385.7
2017-11-01,6662.23
2017-11-02,7022.47
2017-11-03,7235.89
2017-11-06,6988.12
2017-11-07,7077.14
2017-11-08,7396.45
2017-11-09,7112.38
2017-11-10,6439.15
2017-11-13,6447.45
2017-11-14,6574.62
2017-11-15,7251.63
2017-11-16,7782.1
2017-11-17,7698.23
2017-11-20,8257.64
2017-11-21,7980.85
2017-11-22,8264.46
2017-11-23,8130.08
2017-11-24,8237.23
2017-11-27,9661.84
2017-11-28,9940.36
2017-11-29,9960.16
2017-11-30,9803.92
2017-12-01,10787.0
2017-12-04,11468.0
2017-12-05,11737.0
2017-12-06,13793.0
2017-12-07,16611.0
2017-12-08,15198.0
2017-12-11,16920.0
2017-12-12,17361.0
2017-12-13,16529.0
2017-12-14,16502.0
2017-12-15,17699.0
2017-12-18,18762.0
2017-12-19,17271.0
2017-12-20,16287.0
2017-12-21,15601.0
2017-12-22,14347.0
2017-12-26,15723.0
2017-12-27,15267.0
2017-12-28,14065.0
2017-12-29,14368.0
2018-01-02,14859.0
2018-01-03,14881.0
2018-01-04,15038.0
2018-01-05,16556.0
2018-01-08,14684.0
2018-01-09,14409.0
2018-01-10,14451.0
2018-01-11,13089.0
2018-01-12,13908.0
2018-01-15,13812.0
2018-01-16,11062.0
2018-01-17,11086.0
2018-01-18,11287.0
2018-01-19,11390.0
2018-01-22,10661.0
2018-01-23,11050.0
2018-01-24,11099.0
2018-01-25,11161.0
2018-01-26,10965.0
2018-01-29,11050.0
2018-01-30,10194.0
2018-01-31,10081.0
2018-02-01,8992.81
2018-02-02,8576.33
2018-02-05,6844.63
2018-02-06,7645.26
2018-02-07,7867.82
2018-02-08,8223.68
2018-02-09,8561.64
2018-02-12,8880.99
2018-02-13,8539.71
2018-02-14,9433.96
2018-02-15,10070.0
2018-02-16,10010.0
2018-02-19,11086.0
2018-02-20,11429.0
2018-02-21,10449.0
2018-02-22,9960.16
2018-02-23,9980.04
2018-02-26,10352.0
2018-02-27,10741.0
2018-02-28,10428.0
2018-03-01,10965.0
2018-03-02,11050.0
2018-03-05,11561.0
2018-03-06,10764.0
2018-03-07,9930.49
2018-03-08,9276.44
2018-03-09,8992.81
2018-03-12,9049.77
2018-03-13,9157.51
2018-03-14,8169.93
2018-03-15,8326.39
2018-03-16,8525.15
2018-03-19,8496.18
2018-03-20,8952.55
2018-03-21,8849.56
2018-03-22,8695.65
2018-03-23,8620.69
2018-03-26,7886.44
2018-03-27,8000.0
2018-03-28,7874.02
2018-03-29,7052.19
2018-03-30,6816.63
2018-04-02,6983.24
2018-04-03,7429.42
2018-04-04,6830.6
2018-04-05,6724.95
2018-04-06,6622.52
2018-04-09,6715.92
2018-04-10,6854.01
2018-04-11,6901.31
2018-04-12,7824.73
2018-04-13,8097.17
2018-04-16,7993.61
2018-04-17,7911.39
2018-04-18,8190.01
2018-04-19,8271.3
2018-04-20,8517.89
2018-04-23,8936.55
2018-04-24,9469.7
2018-04-25,9165.9
2018-04-26,9090.91
2018-04-27,9090.91
2018-04-30,9216.59
2018-05-01,9074.41
2018-05-02,9233.61
2018-05-03,9652.51
2018-05-04,9652.51
2018-05-07,9389.67
2018-05-08,9182.74
2018-05-09,9242.14
2018-05-10,9099.18
2018-05-11,8605.85
2018-05-14,8726.0
2018-05-15,8496.18
2018-05-16,8285.0
2018-05-17,8149.96
2018-05-18,8230.45
2018-05-21,8382.23
2018-05-22,8071.03
2018-05-23,7639.42
2018-05-24,7530.12
2018-05-25,7423.9
2018-05-28,7163.32
2018-05-29,7490.64
2018-05-30,7336.76
2018-05-31,7547.17
2018-06-01,7434.94
2018-06-04,7535.8
2018-06-05,7587.25
2018-06-06,7662.84
2018-06-07,7662.84
2018-06-08,7639.42
2018-06-11,6770.48
2018-06-12,6548.79
2018-06-13,6277.46
2018-06-14,6648.94
2018-06-15,6548.79
2018-06-18,6715.92
2018-06-19,6720.43
2018-06-20,6720.43
2018-06-21,6706.91
2018-06-22,6195.79
2018-06-25,6261.74
2018-06-26,6222.78
2018-06-27,6119.95
2018-06-28,5917.16
2018-06-29,5882.35
2018-07-02,6644.52
2018-07-03,6609.39
2018-07-04,6688.96
2018-07-05,6493.51
2018-07-06,6570.3
2018-07-09,6711.41
2018-07-10,6373.49
2018-07-11,6361.32
2018-07-12,6169.03
2018-07-13,6176.65
2018-07-16,6662.23
2018-07-17,7358.35
2018-07-18,7331.38
2018-07-19,7434.94
2018-07-20,7342.14
2018-07-23,7751.94
2018-07-24,8257.64
2018-07-25,8278.15
2018-07-26,7949.13
2018-07-27,8223.68
2018-07-30,8123.48
2018-07-31,7710.1
2018-08-01,7479.43
2018-08-02,7530.12
2018-08-03,7374.63
2018-08-06,6863.42
2018-08-07,6738.54
2018-08-08,6293.27
2018-08-09,6587.62
2018-08-10,6397.95
2018-08-13,6242.2
2018-08-14,6116.21
2018-08-15,6418.49
2018-08-16,6277.46
2018-08-17,6497.73
2018-08-20,6422.61
2018-08-21,6464.12
2018-08-22,6369.43
2018-08-23,6476.68
2018-08-24,6622.52
2018-08-27,6729.48
2018-08-28,7067.14
2018-08-29,7062.15
2018-08-30,6939.63
2018-08-31,7042.25
2018-09-03,7309.94
2018-09-04,7352.94
2018-09-05,6930.01
2018-09-06,6435.01
2018-09-07,6418.49
2018-09-10,6293.27
2018-09-11,6309.15
2018-09-12,6301.2
2018-09-13,6459.95
2018-09-14,6535.95
2018-09-17,6246.1
2018-09-18,6321.11
2018-09-19,6381.62
2018-09-20,6497.73
2018-09-21,6752.19
2018-09-24,6618.13
2018-09-25,6389.78
2018-09-26,6476.68
2018-09-27,6711.41
2018-09-28,6675.57
2018-10-01,6578.95
2018-10-02,6531.68
2018-10-03,6451.61
2018-10-04,6557.38
2018-10-05,6553.08
2018-10-08,6635.7
2018-10-09,6596.31
2018-10-10,6535.95
2018-10-11,6222.78
2018-10-12,6238.3
2018-10-15,6459.95
2018-10-16,6523.16
2018-10-17,6514.66
2018-10-18,6430.87
2018-10-19,6426.74
2018-10-22,6447.45
2018-10-23,6435.01
2018-10-24,6464.12
2018-10-25,6435.01
2018-10-26,6435.01
2018-10-29,6285.36
2018-10-30,6285.36
2018-10-31,6325.11
2018-11-01,6353.24
2018-11-02,6369.43
2018-11-05,6414.37
2018-11-06,6451.61
2018-11-07,6518.9
2018-11-08,6426.74
2018-11-09,6361.32
2018-11-12,6349.21
2018-11-13,6329.11
2018-11-14,5595.97
2018-11-15,5534.03
2018-11-16,5540.17
2018-11-19,4840.27
2018-11-20,4310.34
2018-11-21,4504.5
2018-11-22,4442.47
2018-11-23,4248.09
2018-11-26,3680.53
2018-11-27,3822.63
2018-11-28,4210.53
2018-11-29,4240.88
2018-11-30,3974.56
2018-12-03,3865.48
2018-12-04,3923.11
2018-12-05,3731.34
2018-12-06,3612.72
2018-12-07,3363.61
2018-12-10,3460.21
2018-12-11,3393.28
2018-12-12,3445.9
2018-12-13,3294.89
2018-12-14,3194.89
2018-12-17,3513.7
2018-12-18,3599.71
2018-12-19,3753.75
2018-12-20,4105.09
2018-12-21,3838.77
2018-12-24,4095.0
2018-12-26,3850.6
2018-12-27,3632.4
2018-12-28,3952.57
2018-12-31,3728.56
2019-01-02,3946.33
2019-01-03,3840.25
2019-01-04,3827.02
2019-01-07,4033.88
2019-01-08,4038.77
2019-01-09,4030.63
2019-01-10,3654.97
2019-01-11,3681.89
2019-01-14,3687.32
2019-01-15,3599.71
2019-01-16,3619.25
2019-01-17,3656.31
2019-01-18,3627.13
2019-01-21,3544.84
2019-01-22,3601.01
2019-01-23,3573.98
2019-01-24,3590.66
2019-01-25,3575.26
2019-01-28,3454.23
2019-01-29,3424.66
2019-01-30,3471.02
2019-01-31,3450.66
2019-02-01,3478.26
2019-02-04,3436.43
2019-02-05,3450.66
2019-02-06,3395.59
2019-02-07,3387.53
2019-02-08,3657.64
2019-02-11,3625.82
2019-02-12,3616.64
2019-02-13,3601.01
2019-02-14,3594.54
2019-02-15,3598.42
2019-02-18,3895.6
2019-02-19,3941.66
2019-02-20,3961.97
2019-02-21,3923.11
2019-02-22,3969.83
2019-02-25,3853.56
2019-02-26,3831.42
2019-02-27,3800.84
2019-02-28,3829.95
2019-03-01,3865.48
2019-03-04,3724.39
2019-03-05,3869.97
2019-03-06,3886.51
2019-03-07,3897.12
2019-03-08,3933.91
2019-03-11,3886.51
2019-03-12,3898.64
2019-03-13,3881.99
2019-03-14,3885.0
2019-03-15,3933.91
2019-03-18,4009.62
2019-03-19,4029.01
2019-03-20,4063.39
2019-03-21,4000.0
2019-03-22,4000.0
2019-03-25,3924.65
2019-03-26,3933.91
2019-03-27,4037.14
2019-03-28,4035.51
2019-03-29,4101.72
2019-04-01,4154.55
2019-04-02,4805.38
2019-04-03,5219.21
2019-04-04,4943.15
2019-04-05,5030.18
2019-04-08,5288.21
2019-04-09,5230.13
2019-04-10,5296.61
2019-04-11,5030.18
2019-04-12,5068.42
2019-04-15,5027.65
2019-04-16,5216.48
2019-04-17,5246.59
2019-04-18,5305.04
2019-04-22,5399.57
2019-04-23,5580.36
2019-04-24,5446.62
2019-04-25,5411.26
2019-04-26,5178.66
2019-04-29,5238.34
2019-04-30,5370.57
2019-05-01,5405.41
2019-05-02,5512.68
2019-05-03,5793.74
2019-05-06,5803.83
2019-05-07,5995.2
2019-05-08,5988.02
2019-05-09,6153.85
2019-05-10,6397.95
2019-05-13,8071.03
2019-05-14,7776.05
2019-05-15,8136.7
2019-05-16,7930.21
2019-05-17,7158.2
2019-05-20,8051.53
2019-05-21,7993.61
2019-05-22,7680.49
2019-05-23,7892.66
2019-05-24,8064.52
2019-05-27,8818.34
2019-05-28,8710.8
2019-05-29,8665.51
2019-05-30,8210.18
2019-05-31,8431.7
2019-06-03,8496.18
2019-06-04,7530.12
2019-06-05,7745.93
2019-06-06,7745.93
2019-06-07,7968.13
2019-06-10,7949.13
2019-06-11,7911.39
2019-06-12,8156.61
2019-06-13,8326.39
2019-06-14,8410.43
2019-06-17,9285.05
2019-06-18,9009.01
2019-06-19,9233.61
2019-06-20,9523.81
2019-06-21,9910.8
2019-06-24,10953.0
2019-06-25,11547.0
2019-06-26,12407.0
2019-06-27,10776.0
2019-06-28,12315.0
2019-07-01,10593.0
2019-07-02,10695.0
2019-07-03,11403.0
2019-07-04,11587.0
2019-07-05,11136.0
2019-07-08,12330.0
2019-07-09,12563.0
2019-07-10,11947.0
2019-07-11,11299.0
2019-07-12,11628.0
2019-07-15,10753.0
2019-07-16,9643.2
2019-07-17,9842.52
2019-07-18,10593.0
2019-07-19,10406.0
2019-07-22,10267.0
2019-07-23,10121.0
2019-07-24,9784.74
2019-07-25,9891.2
2019-07-26,9861.93
2019-07-29,9505.7
2019-07-30,9578.54
2019-07-31,10050.0
2019-08-01,10417.0
2019-08-02,10471.0
2019-08-05,11737.0
2019-08-06,11377.0
2019-08-07,11947.0
2019-08-08,11723.0
2019-08-09,11820.0
2019-08-12,11403.0
2019-08-13,10870.0
2019-08-14,10194.0
2019-08-15,10341.0
2019-08-16,10471.0
2019-08-19,10730.0
2019-08-20,10799.0
2019-08-21,10060.0
2019-08-22,10142.0
2019-08-23,10428.0
2019-08-26,10277.0
2019-08-27,10142.0
2019-08-28,9727.63
2019-08-29,9514.75
2019-08-30,9578.54
2019-09-02,10384.0
2019-09-03,10695.0
2019-09-04,10672.0
2019-09-05,10560.0
2019-09-06,10384.0
2019-09-09,10288.0
2019-09-10,10101.0
2019-09-11,10173.0
2019-09-12,10417.0
2019-09-13,10225.0
2019-09-16,10309.0
2019-09-17,10225.0
2019-09-18,10204.0
2019-09-19,10277.0
2019-09-20,10163.0
2019-09-23,9746.59
2019-09-24,8673.03
2019-09-25,8605.85
2019-09-26,8090.61
2019-09-27,8012.82
2019-09-30,8271.3
2019-10-01,8326.39
2019-10-02,8278.15
2019-10-03,8196.72
2019-10-04,8210.18
2019-10-07,8216.93
2019-10-08,8169.93
2019-10-09,8568.98
2019-10-10,8568.98
2019-10-11,8354.22
2019-10-14,8326.39
2019-10-15,8163.27
2019-10-16,7987.22
2019-10-17,8071.03
2019-10-18,7968.13
2019-10-21,8230.45
2019-10-22,8110.3
2019-10-23,7446.02
2019-10-24,7457.12
2019-10-25,8650.52
2019-10-28,9460.74
2019-10-29,9469.7
2019-10-30,9225.09
2019-10-31,9132.42
2019-11-01,9225.09
2019-11-04,9398.5
2019-11-05,9328.36
2019-11-06,9345.79
2019-11-07,9233.61
2019-11-08,8802.82
2019-11-11,8718.4
2019-11-12,8771.93
2019-11-13,8756.57
2019-11-14,8658.01
2019-11-15,8474.58
2019-11-18,8216.93
2019-11-19,8143.32
2019-11-20,8090.61
2019-11-21,7639.42
2019-11-22,7342.14
2019-11-25,7230.66
2019-11-26,7163.32
2019-11-27,7547.17
2019-11-28,7396.45
2019-11-29,7757.95
2019-12-02,7352.94
2019-12-03,7331.38
2019-12-04,7225.43
2019-12-05,7423.9
2019-12-06,7457.12
2019-12-09,7347.54
2019-12-10,7251.63
2019-12-11,7204.61
2019-12-12,7199.42
2019-12-13,7267.44
2019-12-16,6901.31
2019-12-17,6600.66
2019-12-18,7363.77
2019-12-19,7168.46
2019-12-20,7220.22
2019-12-23,7299.27
2019-12-24,7189.07
2019-12-26,7209.81
2019-12-27,7230.66
2019-12-30,7267.44
2019-12-31,7194.24
2020-01-02,6968.64
2020-01-03,7326.01
2020-01-06,7722.01
2020-01-07,8032.13
